0 120 150
1 128 165
2 135 176
3 139 186
4 148 200
5 157 209
6 175 211
7 189 208
8 199 202
9 203 190
10 210 177
11 214 164
12 218 151
13 213 111
14 208 103
15 198 99
16 189 102
17 183 111
18 189 118
19 198 121
20 207 118
21 124 114
22 128 104
23 137 99
24 145 103
25 151 110
26 146 118
27 135 120
28 123 109
29 188 94
30 198 87
31 204 87
32 211 87
33 219 97
34 148 91
35 138 87
36 129 85
37 121 90
38 116 96
39 145 172
40 156 167
41 167 166
42 177 165
43 194 171
44 184 181
45 171 189
46 155 186
47 155 126
48 151 133
49 148 142
50 151 151
51 159 153
52 168 153
53 177 152
54 184 153
55 188 143
56 184 135
57 181 127
58 160 171
59 168 172
60 176 172
61 163 176
62 174 176
