0 112 145
1 120 160
2 127 171
3 131 181
4 140 195
5 149 204
6 167 206
7 181 203
8 191 197
9 195 185
10 202 172
11 206 159
12 210 146
13 202 109
14 203 103
15 196 98
16 185 101
17 180 105
18 184 114
19 193 113
20 199 113
21 116 109
22 120 101
23 130 98
24 140 101
25 142 107
26 136 114
27 127 115
28 121 112
29 172 99
30 181 93
31 189 90
32 198 92
33 207 96
34 150 98
35 138 94
36 128 92
37 121 95
38 114 99
39 132 161
40 146 158
41 161 157
42 173 157
43 194 157
44 181 179
45 163 188
46 146 179
47 147 121
48 143 128
49 140 137
50 143 143
51 151 146
52 163 145
53 172 144
54 181 139
55 179 132
56 178 128
57 173 122
58 152 166
59 161 166
60 171 166
61 155 173
62 167 173
