0 114 145
1 122 160
2 129 171
3 133 181
4 142 195
5 151 204
6 169 206
7 183 203
8 193 197
9 197 185
10 204 172
11 208 159
12 212 146
13 204 109
14 205 103
15 198 98
16 187 101
17 182 105
18 186 114
19 195 113
20 201 113
21 118 109
22 122 101
23 132 98
24 142 101
25 144 107
26 138 114
27 129 115
28 123 112
29 174 99
30 183 93
31 191 90
32 200 92
33 209 96
34 152 98
35 140 94
36 130 92
37 123 95
38 116 99
39 131 161
40 148 158
41 162 159
42 175 157
43 192 154
44 183 179
45 165 188
46 147 181
47 149 121
48 145 128
49 142 137
50 145 143
51 153 146
52 165 145
53 174 144
54 183 139
55 181 132
56 180 128
57 175 122
58 150 166
59 163 165
60 174 164
61 157 172
62 169 172
