0 114 147
1 122 162
2 129 173
3 133 183
4 142 197
5 151 206
6 169 208
7 183 205
8 193 199
9 197 187
10 204 174
11 208 161
12 212 148
13 203 109
14 205 105
15 198 100
16 187 103
17 182 107
18 188 114
19 193 112
20 198 111
21 121 109
22 122 103
23 132 100
24 142 103
25 144 109
26 138 116
27 133 113
28 126 113
29 174 101
30 183 95
31 191 92
32 200 94
33 209 98
34 152 100
35 140 96
36 130 94
37 123 97
38 116 101
39 131 153
40 148 154
41 165 155
42 176 155
43 193 158
44 183 181
45 165 190
46 148 181
47 149 123
48 145 130
49 142 139
50 145 145
51 153 148
52 165 147
53 174 146
54 183 141
55 181 134
56 180 130
57 175 124
58 151 161
59 161 160
60 172 161
61 157 167
62 169 168
