0 120 144
1 128 159
2 135 170
3 139 180
4 148 194
5 157 203
6 175 205
7 189 202
8 199 196
9 203 184
10 210 171
11 214 158
12 218 145
13 210 108
14 208 104
15 202 103
16 195 103
17 188 104
18 192 112
19 201 112
20 207 112
21 124 108
22 133 105
23 137 103
24 145 105
25 153 110
26 144 113
27 136 115
28 129 111
29 180 98
30 189 92
31 197 89
32 206 91
33 215 95
34 158 97
35 145 91
36 136 91
37 128 92
38 122 98
39 143 167
40 153 160
41 167 157
42 180 159
43 191 163
44 189 178
45 171 187
46 154 178
47 155 120
48 151 127
49 148 136
50 151 142
51 159 145
52 171 144
53 180 143
54 189 138
55 187 131
56 186 127
57 181 121
58 157 167
59 168 166
60 177 166
61 163 169
62 171 170
