0 121 146
1 129 161
2 136 172
3 140 182
4 149 196
5 158 205
6 176 207
7 190 204
8 200 198
9 204 186
10 211 173
11 215 160
12 219 147
13 213 104
14 209 99
15 198 97
16 190 99
17 185 105
18 192 112
19 200 113
20 205 112
21 127 107
22 128 100
23 139 99
24 149 102
25 151 108
26 145 112
27 138 111
28 132 109
29 180 96
30 190 94
31 198 91
32 206 91
33 216 94
34 153 94
35 143 91
36 135 88
37 127 91
38 119 93
39 141 162
40 153 157
41 167 157
42 181 157
43 197 156
44 190 180
45 172 189
46 155 180
47 156 122
48 152 129
49 149 138
50 152 144
51 160 147
52 172 146
53 181 145
54 190 140
55 188 133
56 187 129
57 182 123
58 158 166
59 168 166
60 181 167
61 166 173
62 174 171
