0 114 147
1 122 162
2 129 173
3 133 183
4 142 197
5 151 206
6 169 208
7 183 205
8 193 199
9 197 187
10 204 174
11 208 161
12 212 148
13 204 111
14 205 105
15 198 100
16 187 103
17 182 107
18 186 116
19 195 115
20 201 115
21 118 111
22 122 103
23 132 100
24 142 103
25 144 109
26 138 116
27 129 117
28 123 114
29 174 101
30 183 95
31 191 92
32 200 94
33 209 98
34 152 100
35 140 96
36 130 94
37 123 97
38 116 101
39 137 166
40 149 163
41 164 160
42 178 163
43 195 164
44 183 181
45 165 190
46 148 181
47 149 123
48 145 130
49 142 139
50 145 145
51 155 151
52 164 152
53 177 150
54 184 143
55 180 135
56 179 131
57 175 124
58 155 169
59 164 167
60 173 168
61 159 174
62 169 173
