0 114 147
1 122 162
2 129 173
3 133 183
4 141 192
5 150 201
6 169 204
7 182 201
8 192 195
9 197 187
10 204 174
11 208 161
12 212 148
13 203 110
14 205 105
15 198 100
16 187 98
17 180 106
18 187 112
19 193 114
20 199 112
21 119 109
22 122 103
23 132 100
24 142 103
25 144 109
26 138 115
27 130 114
28 125 111
29 172 99
30 183 95
31 191 92
32 200 94
33 209 98
34 152 100
35 140 96
36 130 94
37 123 97
38 116 101
39 127 148
40 148 154
41 165 155
42 178 153
43 200 147
44 187 172
45 162 185
46 138 171
47 149 123
48 145 130
49 142 139
50 145 145
51 153 148
52 165 147
53 174 146
54 183 141
55 181 134
56 180 130
57 175 124
58 153 162
59 162 161
60 173 161
61 160 169
62 168 169
