0 119 148
1 127 163
2 134 174
3 138 184
4 147 198
5 156 207
6 174 209
7 188 206
8 198 200
9 202 188
10 209 175
11 213 162
12 217 149
13 209 112
14 210 106
15 203 101
16 192 104
17 187 108
18 190 116
19 200 116
20 205 115
21 123 112
22 127 104
23 137 101
24 147 104
25 149 110
26 143 117
27 134 116
28 127 115
29 179 102
30 188 96
31 196 93
32 205 95
33 214 99
34 157 101
35 145 97
36 135 95
37 124 92
38 117 95
39 141 169
40 151 159
41 166 157
42 180 158
43 191 166
44 188 178
45 170 191
46 153 182
47 154 124
48 150 131
49 147 140
50 150 146
51 158 149
52 170 148
53 179 147
54 188 142
55 186 135
56 185 131
57 180 125
58 155 167
59 166 167
60 175 168
61 160 173
62 174 174
