0 116 143
1 123 162
2 128 178
3 134 190
4 139 200
5 152 208
6 169 212
7 185 206
8 195 198
9 199 183
10 206 170
11 210 157
12 214 144
13 206 107
14 207 101
15 200 96
16 189 99
17 184 103
18 188 112
19 197 111
20 203 111
21 120 107
22 124 99
23 134 96
24 144 99
25 146 105
26 140 112
27 131 113
28 125 110
29 176 97
30 185 91
31 193 88
32 202 90
33 211 94
34 154 96
35 142 92
36 132 90
37 125 93
38 118 97
39 144 174
40 154 164
41 166 163
42 179 164
43 191 169
44 182 182
45 167 186
46 151 184
47 151 119
48 147 126
49 144 135
50 147 141
51 155 144
52 167 143
53 176 142
54 185 137
55 183 130
56 182 126
57 177 120
58 158 172
59 168 169
60 177 171
61 161 177
62 172 176
