0 119 144
1 127 159
2 134 170
3 138 180
4 147 194
5 156 203
6 174 205
7 188 202
8 198 196
9 202 184
10 209 171
11 213 158
12 217 145
13 209 108
14 210 102
15 203 97
16 192 100
17 187 104
18 191 113
19 200 112
20 206 112
21 123 108
22 127 100
23 137 97
24 147 100
25 149 106
26 143 113
27 134 114
28 128 111
29 179 98
30 188 92
31 196 89
32 205 91
33 214 95
34 157 97
35 145 93
36 135 91
37 128 94
38 121 98
39 143 165
40 153 157
41 169 155
42 183 157
43 195 162
44 188 178
45 170 187
46 153 178
47 154 120
48 150 127
49 147 136
50 150 142
51 158 145
52 170 144
53 179 143
54 188 138
55 186 131
56 185 127
57 180 121
58 159 165
59 168 165
60 179 167
61 162 172
62 174 173
