0 116 150
1 124 165
2 131 176
3 137 188
4 144 194
5 154 202
6 168 206
7 181 204
8 192 198
9 199 185
10 204 174
11 210 164
12 214 151
13 211 107
14 207 102
15 201 100
16 193 101
17 184 104
18 188 113
19 198 115
20 206 113
21 120 108
22 121 100
23 134 98
24 147 102
25 152 107
26 140 113
27 133 115
28 127 111
29 180 95
30 193 92
31 201 91
32 210 93
33 216 99
34 152 97
35 142 92
36 134 88
37 123 90
38 118 92
39 136 169
40 150 163
41 164 161
42 175 163
43 189 169
44 180 183
45 165 186
46 151 181
47 151 126
48 149 134
49 145 141
50 150 148
51 157 148
52 167 150
53 176 149
54 185 144
55 183 137
56 182 133
57 177 127
58 154 167
59 165 166
60 173 167
61 162 172
62 173 171
