0 118 143
1 126 158
2 133 169
3 137 179
4 146 193
5 155 202
6 173 204
7 187 201
8 197 195
9 201 183
10 208 170
11 212 157
12 216 144
13 208 107
14 209 101
15 202 96
16 191 99
17 186 103
18 190 112
19 199 111
20 205 111
21 122 107
22 126 99
23 136 96
24 146 99
25 148 105
26 142 112
27 133 113
28 127 110
29 184 86
30 195 83
31 203 83
32 212 85
33 218 92
34 143 82
35 136 77
36 129 80
37 121 80
38 115 85
39 142 168
40 147 161
41 164 156
42 178 159
43 192 164
44 187 177
45 169 186
46 152 177
47 153 119
48 149 126
49 146 135
50 149 141
51 157 144
52 169 143
53 178 142
54 187 137
55 185 130
56 184 126
57 179 120
58 157 164
59 166 165
60 175 166
61 161 170
62 173 169
