0 114 147
1 122 162
2 129 173
3 133 183
4 142 195
5 151 202
6 167 204
7 182 201
8 191 195
9 194 186
10 204 174
11 208 161
12 212 148
13 204 111
14 205 105
15 198 100
16 187 103
17 182 107
18 186 116
19 195 115
20 201 115
21 118 111
22 122 103
23 132 100
24 142 103
25 144 109
26 138 116
27 129 117
28 123 114
29 174 101
30 183 95
31 191 92
32 200 94
33 209 98
34 152 100
35 140 96
36 130 94
37 123 97
38 116 101
39 133 165
40 145 160
41 164 158
42 178 157
43 190 164
44 180 181
45 165 182
46 147 176
47 149 123
48 145 130
49 142 139
50 145 145
51 153 148
52 165 147
53 174 146
54 183 141
55 181 134
56 180 130
57 175 124
58 150 164
59 163 163
60 173 164
61 156 168
62 170 169
