0 114 147
1 122 162
2 129 173
3 133 183
4 142 197
5 151 206
6 169 208
7 183 205
8 193 199
9 197 187
10 204 174
11 208 161
12 212 148
13 204 111
14 203 108
15 197 107
16 191 105
17 182 107
18 189 113
19 195 115
20 201 115
21 118 111
22 127 107
23 134 104
24 143 107
25 148 113
26 139 117
27 132 115
28 124 116
29 174 101
30 183 95
31 191 92
32 200 94
33 209 98
34 152 100
35 142 93
36 130 94
37 123 97
38 116 101
39 136 168
40 150 160
41 163 159
42 175 161
43 190 167
44 183 181
45 165 190
46 148 181
47 149 123
48 148 130
49 144 137
50 145 145
51 152 149
52 163 150
53 174 149
54 184 145
55 180 136
56 177 131
57 175 124
58 153 169
59 161 169
60 173 170
61 161 174
62 168 173
