0 119 143
1 127 158
2 134 169
3 138 179
4 147 193
5 156 202
6 174 204
7 188 201
8 198 195
9 202 183
10 209 170
11 213 157
12 217 144
13 212 104
14 207 96
15 197 92
16 188 95
17 182 104
18 188 111
19 197 114
20 206 111
21 123 107
22 127 97
23 136 92
24 144 96
25 150 103
26 145 111
27 134 113
28 122 102
29 187 87
30 196 84
31 202 82
32 211 85
33 218 90
34 147 84
35 137 83
36 129 83
37 122 87
38 116 92
39 145 165
40 155 161
41 167 160
42 179 160
43 190 166
44 183 174
45 170 182
46 154 179
47 154 119
48 150 126
49 147 135
50 150 144
51 158 146
52 167 146
53 176 145
54 183 146
55 187 136
56 183 128
57 180 120
58 157 167
59 166 167
60 177 166
61 163 169
62 171 170
